ubigeo,region,provincia,distrito,organizacion_politica,total_votos,partido_regional
50906,Ayacucho,Vilcas Huamán,Huambalpa,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",249,1
50906,Ayacucho,Vilcas Huamán,Huambalpa,ALIANZA PARA EL PROGRESO,44,1
50907,Ayacucho,Vilcas Huamán,Saurama,MUSUQ ÑAN,19,1
50907,Ayacucho,Vilcas Huamán,Saurama,MOVIMIENTO INDEPENDIENTE INNOVACION REGIONAL,16,1
50907,Ayacucho,Vilcas Huamán,Saurama,MOVIMIENTO REGIONAL GANA AYACUCHO,170,1
50907,Ayacucho,Vilcas Huamán,Saurama,DESARROLLO INTEGRAL AYACUCHO,157,1
50907,Ayacucho,Vilcas Huamán,Saurama,TECNOLOGIA DE PUNTA PARA AYACUCHO,99,1
50907,Ayacucho,Vilcas Huamán,Saurama,QATUN TARPUY,58,1
50907,Ayacucho,Vilcas Huamán,Saurama,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",164,1
50908,Ayacucho,Vilcas Huamán,Independencia,MUSUQ ÑAN,147,1
50908,Ayacucho,Vilcas Huamán,Independencia,MOVIMIENTO REGIONAL GANA AYACUCHO,290,1
50908,Ayacucho,Vilcas Huamán,Independencia,QATUN TARPUY,256,1
50908,Ayacucho,Vilcas Huamán,Independencia,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",21,1
51002,Ayacucho,Páucar del Sara Sara,Colta,MUSUQ ÑAN,61,1
51002,Ayacucho,Páucar del Sara Sara,Colta,MOVIMIENTO INDEPENDIENTE INNOVACION REGIONAL,30,1
51002,Ayacucho,Páucar del Sara Sara,Colta,MOVIMIENTO REGIONAL GANA AYACUCHO,104,1
51003,Ayacucho,Páucar del Sara Sara,Corculla,MUSUQ ÑAN,54,1
51003,Ayacucho,Páucar del Sara Sara,Corculla,MOVIMIENTO INDEPENDIENTE INNOVACION REGIONAL,36,1
51003,Ayacucho,Páucar del Sara Sara,Corculla,MOVIMIENTO REGIONAL GANA AYACUCHO,58,1
51003,Ayacucho,Páucar del Sara Sara,Corculla,TECNOLOGIA DE PUNTA PARA AYACUCHO,51,1
51004,Ayacucho,Páucar del Sara Sara,Lampa,MUSUQ ÑAN,412,1
51004,Ayacucho,Páucar del Sara Sara,Lampa,MOVIMIENTO INDEPENDIENTE INNOVACION REGIONAL,51,1
51004,Ayacucho,Páucar del Sara Sara,Lampa,MOVIMIENTO REGIONAL GANA AYACUCHO,55,1
51004,Ayacucho,Páucar del Sara Sara,Lampa,TECNOLOGIA DE PUNTA PARA AYACUCHO,321,1
51004,Ayacucho,Páucar del Sara Sara,Lampa,QATUN TARPUY,13,1
51004,Ayacucho,Páucar del Sara Sara,Lampa,PARTIDO APRISTA PERUANO,47,1
51004,Ayacucho,Páucar del Sara Sara,Lampa,ACCION POPULAR,13,0
51005,Ayacucho,Páucar del Sara Sara,Marcabamba,MUSUQ ÑAN,150,1
51005,Ayacucho,Páucar del Sara Sara,Marcabamba,MOVIMIENTO INDEPENDIENTE INNOVACION REGIONAL,84,1
51005,Ayacucho,Páucar del Sara Sara,Marcabamba,ACCION POPULAR,26,0
51006,Ayacucho,Páucar del Sara Sara,Oyolo,MUSUQ ÑAN,184,1
51006,Ayacucho,Páucar del Sara Sara,Oyolo,MOVIMIENTO INDEPENDIENTE INNOVACION REGIONAL,92,1
51006,Ayacucho,Páucar del Sara Sara,Oyolo,MOVIMIENTO REGIONAL GANA AYACUCHO,82,1
51006,Ayacucho,Páucar del Sara Sara,Oyolo,DESARROLLO INTEGRAL AYACUCHO,30,1
51006,Ayacucho,Páucar del Sara Sara,Oyolo,TECNOLOGIA DE PUNTA PARA AYACUCHO,76,1
51006,Ayacucho,Páucar del Sara Sara,Oyolo,QATUN TARPUY,14,1
51007,Ayacucho,Páucar del Sara Sara,Pararca,MUSUQ ÑAN,18,1
51007,Ayacucho,Páucar del Sara Sara,Pararca,MOVIMIENTO INDEPENDIENTE INNOVACION REGIONAL,53,1
51007,Ayacucho,Páucar del Sara Sara,Pararca,MOVIMIENTO REGIONAL GANA AYACUCHO,111,1
51007,Ayacucho,Páucar del Sara Sara,Pararca,TECNOLOGIA DE PUNTA PARA AYACUCHO,8,1
51007,Ayacucho,Páucar del Sara Sara,Pararca,QATUN TARPUY,50,1
51007,Ayacucho,Páucar del Sara Sara,Pararca,ACCION POPULAR,5,0
51008,Ayacucho,Páucar del Sara Sara,San Javier de Alpabamba,MUSUQ ÑAN,135,1
51008,Ayacucho,Páucar del Sara Sara,San Javier de Alpabamba,MOVIMIENTO INDEPENDIENTE INNOVACION REGIONAL,129,1
51008,Ayacucho,Páucar del Sara Sara,San Javier de Alpabamba,MOVIMIENTO REGIONAL GANA AYACUCHO,13,1
51008,Ayacucho,Páucar del Sara Sara,San Javier de Alpabamba,QATUN TARPUY,9,1
51009,Ayacucho,Páucar del Sara Sara,San José de Ushua,MUSUQ ÑAN,15,1
51009,Ayacucho,Páucar del Sara Sara,San José de Ushua,MOVIMIENTO INDEPENDIENTE INNOVACION REGIONAL,37,1
51009,Ayacucho,Páucar del Sara Sara,San José de Ushua,MOVIMIENTO REGIONAL GANA AYACUCHO,17,1
51009,Ayacucho,Páucar del Sara Sara,San José de Ushua,QATUN TARPUY,23,1
51010,Ayacucho,Páucar del Sara Sara,Sara Sara,MUSUQ ÑAN,22,1
51010,Ayacucho,Páucar del Sara Sara,Sara Sara,MOVIMIENTO INDEPENDIENTE INNOVACION REGIONAL,97,1
51010,Ayacucho,Páucar del Sara Sara,Sara Sara,MOVIMIENTO REGIONAL GANA AYACUCHO,113,1
51010,Ayacucho,Páucar del Sara Sara,Sara Sara,TECNOLOGIA DE PUNTA PARA AYACUCHO,20,1
51010,Ayacucho,Páucar del Sara Sara,Sara Sara,QATUN TARPUY,15,1
51010,Ayacucho,Páucar del Sara Sara,Sara Sara,PARTIDO APRISTA PERUANO,30,1
51010,Ayacucho,Páucar del Sara Sara,Sara Sara,ACCION POPULAR,9,0
51102,Ayacucho,Sucre,Belén,MUSUQ ÑAN,102,1
51102,Ayacucho,Sucre,Belén,MOVIMIENTO INDEPENDIENTE INNOVACION REGIONAL,29,1
51102,Ayacucho,Sucre,Belén,TECNOLOGIA DE PUNTA PARA AYACUCHO,20,1
51102,Ayacucho,Sucre,Belén,QATUN TARPUY,10,1
51102,Ayacucho,Sucre,Belén,PARTIDO DEMOCRATICO SOMOS PERU,9,0
51103,Ayacucho,Sucre,Chalcos,MUSUQ ÑAN,126,1
51103,Ayacucho,Sucre,Chalcos,MOVIMIENTO INDEPENDIENTE INNOVACION REGIONAL,9,1
51103,Ayacucho,Sucre,Chalcos,MOVIMIENTO REGIONAL GANA AYACUCHO,33,1
51103,Ayacucho,Sucre,Chalcos,ALIANZA PARA EL PROGRESO,115,1
51103,Ayacucho,Sucre,Chalcos,PARTIDO DEMOCRATICO SOMOS PERU,10,0
51104,Ayacucho,Sucre,San Salvador de Quije,MUSUQ ÑAN,115,1
51104,Ayacucho,Sucre,San Salvador de Quije,MOVIMIENTO INDEPENDIENTE INNOVACION REGIONAL,53,1
51104,Ayacucho,Sucre,San Salvador de Quije,MOVIMIENTO REGIONAL GANA AYACUCHO,46,1
51104,Ayacucho,Sucre,San Salvador de Quije,DESARROLLO INTEGRAL AYACUCHO,66,1
51104,Ayacucho,Sucre,San Salvador de Quije,QATUN TARPUY,38,1
51104,Ayacucho,Sucre,San Salvador de Quije,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",67,1
51104,Ayacucho,Sucre,San Salvador de Quije,ALIANZA PARA EL PROGRESO,97,1
51104,Ayacucho,Sucre,San Salvador de Quije,PARTIDO DEMOCRATICO SOMOS PERU,44,0
51104,Ayacucho,Sucre,San Salvador de Quije,DEMOCRACIA DIRECTA,85,1
51105,Ayacucho,Sucre,Paico,MUSUQ ÑAN,165,1
51105,Ayacucho,Sucre,Paico,MOVIMIENTO REGIONAL GANA AYACUCHO,1,1
51105,Ayacucho,Sucre,Paico,DESARROLLO INTEGRAL AYACUCHO,147,1
51105,Ayacucho,Sucre,Paico,ALIANZA PARA EL PROGRESO,32,1
51105,Ayacucho,Sucre,Paico,PARTIDO DEMOCRATICO SOMOS PERU,5,0
51106,Ayacucho,Sucre,Santiago de Paucaray,MUSUQ ÑAN,169,1
51106,Ayacucho,Sucre,Santiago de Paucaray,MOVIMIENTO INDEPENDIENTE INNOVACION REGIONAL,13,1
51106,Ayacucho,Sucre,Santiago de Paucaray,MOVIMIENTO REGIONAL GANA AYACUCHO,89,1
51106,Ayacucho,Sucre,Santiago de Paucaray,DESARROLLO INTEGRAL AYACUCHO,3,1
51106,Ayacucho,Sucre,Santiago de Paucaray,ALIANZA PARA EL PROGRESO,31,1
51106,Ayacucho,Sucre,Santiago de Paucaray,PARTIDO DEMOCRATICO SOMOS PERU,10,0
51107,Ayacucho,Sucre,San Pedro de larcay,MUSUQ ÑAN,112,1
51107,Ayacucho,Sucre,San Pedro de larcay,MOVIMIENTO REGIONAL GANA AYACUCHO,201,1
51107,Ayacucho,Sucre,San Pedro de larcay,ALIANZA PARA EL PROGRESO,91,1
51108,Ayacucho,Sucre,Soras,MUSUQ ÑAN,123,1
51108,Ayacucho,Sucre,Soras,MOVIMIENTO INDEPENDIENTE INNOVACION REGIONAL,7,1
51108,Ayacucho,Sucre,Soras,DESARROLLO INTEGRAL AYACUCHO,143,1
51108,Ayacucho,Sucre,Soras,QATUN TARPUY,165,1
51108,Ayacucho,Sucre,Soras,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",1,1
51108,Ayacucho,Sucre,Soras,PARTIDO DEMOCRATICO SOMOS PERU,0,0
51109,Ayacucho,Sucre,Huacaña,MUSUQ ÑAN,74,1
51109,Ayacucho,Sucre,Huacaña,MOVIMIENTO INDEPENDIENTE INNOVACION REGIONAL,78,1
51109,Ayacucho,Sucre,Huacaña,ALIANZA PARA EL PROGRESO,67,1
51109,Ayacucho,Sucre,Huacaña,PARTIDO DEMOCRATICO SOMOS PERU,3,0
51110,Ayacucho,Sucre,Chilcayoc,MUSUQ ÑAN,115,1
51110,Ayacucho,Sucre,Chilcayoc,MOVIMIENTO INDEPENDIENTE INNOVACION REGIONAL,37,1
51110,Ayacucho,Sucre,Chilcayoc,MOVIMIENTO REGIONAL GANA AYACUCHO,51,1
51110,Ayacucho,Sucre,Chilcayoc,QATUN TARPUY,89,1
51110,Ayacucho,Sucre,Chilcayoc,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",4,1
51110,Ayacucho,Sucre,Chilcayoc,PARTIDO DEMOCRATICO SOMOS PERU,12,0
51111,Ayacucho,Sucre,Morcolla,MUSUQ ÑAN,165,1
51111,Ayacucho,Sucre,Morcolla,MOVIMIENTO INDEPENDIENTE INNOVACION REGIONAL,16,1
51111,Ayacucho,Sucre,Morcolla,MOVIMIENTO REGIONAL GANA AYACUCHO,68,1
51111,Ayacucho,Sucre,Morcolla,DESARROLLO INTEGRAL AYACUCHO,20,1
51111,Ayacucho,Sucre,Morcolla,TECNOLOGIA DE PUNTA PARA AYACUCHO,60,1
51111,Ayacucho,Sucre,Morcolla,QATUN TARPUY,57,1
51111,Ayacucho,Sucre,Morcolla,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",26,1
51111,Ayacucho,Sucre,Morcolla,ALIANZA PARA EL PROGRESO,117,1
51111,Ayacucho,Sucre,Morcolla,PARTIDO DEMOCRATICO SOMOS PERU,80,0
60102,Cajamarca,Cajamarca,Asunción,FRENTE REGIONAL DE CAJAMARCA,1648,1
60102,Cajamarca,Cajamarca,Asunción,MOVIMIENTO DE AFIRMACION SOCIAL,1387,1
60102,Cajamarca,Cajamarca,Asunción,ALIANZA PARA EL PROGRESO,124,1
60102,Cajamarca,Cajamarca,Asunción,ACCION POPULAR,1077,1
60103,Cajamarca,Cajamarca,Cospan,FRENTE REGIONAL DE CAJAMARCA,765,1
60103,Cajamarca,Cajamarca,Cospan,ALIANZA PARA EL PROGRESO,1275,1
60103,Cajamarca,Cajamarca,Cospan,PARTIDO DEMOCRATICO SOMOS PERU,215,0
60103,Cajamarca,Cajamarca,Cospan,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,444,0
60103,Cajamarca,Cajamarca,Cospan,ACCION POPULAR,839,1
60104,Cajamarca,Cajamarca,Chetilla,CAJAMARCA SIEMPRE VERDE,603,1
60104,Cajamarca,Cajamarca,Chetilla,MOVIMIENTO DE AFIRMACION SOCIAL,515,1
60104,Cajamarca,Cajamarca,Chetilla,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",777,1
60104,Cajamarca,Cajamarca,Chetilla,DEMOCRACIA DIRECTA,201,1
60104,Cajamarca,Cajamarca,Chetilla,ACCION POPULAR,32,1
60105,Cajamarca,Cajamarca,Encañada,CAJAMARCA SIEMPRE VERDE,276,1
60105,Cajamarca,Cajamarca,Encañada,FRENTE REGIONAL DE CAJAMARCA,1340,1
60105,Cajamarca,Cajamarca,Encañada,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",163,1
60105,Cajamarca,Cajamarca,Encañada,ALIANZA PARA EL PROGRESO,5291,1
60105,Cajamarca,Cajamarca,Encañada,UNION POR EL PERU,712,0
60105,Cajamarca,Cajamarca,Encañada,PARTIDO DEMOCRATICO SOMOS PERU,3940,0
60105,Cajamarca,Cajamarca,Encañada,JUNTOS POR EL PERU,89,0
60105,Cajamarca,Cajamarca,Encañada,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,1146,0
60105,Cajamarca,Cajamarca,Encañada,PARTIDO APRISTA PERUANO,67,0
60105,Cajamarca,Cajamarca,Encañada,RESTAURACION NACIONAL,2389,0
60105,Cajamarca,Cajamarca,Encañada,DEMOCRACIA DIRECTA,572,1
60106,Cajamarca,Cajamarca,Jesús,CAJAMARCA SIEMPRE VERDE,424,1
60106,Cajamarca,Cajamarca,Jesús,FRENTE REGIONAL DE CAJAMARCA,1904,1
60106,Cajamarca,Cajamarca,Jesús,PODEMOS POR EL PROGRESO DEL PERU,260,1
60106,Cajamarca,Cajamarca,Jesús,ALIANZA PARA EL PROGRESO,188,1
60106,Cajamarca,Cajamarca,Jesús,UNION POR EL PERU,855,0
60106,Cajamarca,Cajamarca,Jesús,PARTIDO DEMOCRATICO SOMOS PERU,337,0
60106,Cajamarca,Cajamarca,Jesús,PARTIDO APRISTA PERUANO,1615,0
60106,Cajamarca,Cajamarca,Jesús,RESTAURACION NACIONAL,472,0
60106,Cajamarca,Cajamarca,Jesús,DEMOCRACIA DIRECTA,179,1
60106,Cajamarca,Cajamarca,Jesús,ACCION POPULAR,1056,1
60107,Cajamarca,Cajamarca,Los Baños del Inca,FRENTE REGIONAL DE CAJAMARCA,1028,1
60107,Cajamarca,Cajamarca,Los Baños del Inca,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",380,1
60107,Cajamarca,Cajamarca,Los Baños del Inca,ALIANZA PARA EL PROGRESO,1606,1
60107,Cajamarca,Cajamarca,Los Baños del Inca,PARTIDO DEMOCRATICO SOMOS PERU,8065,0
60107,Cajamarca,Cajamarca,Los Baños del Inca,PERU PATRIA SEGURA,137,0
60107,Cajamarca,Cajamarca,Los Baños del Inca,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,209,0
60107,Cajamarca,Cajamarca,Los Baños del Inca,PARTIDO APRISTA PERUANO,129,0
60107,Cajamarca,Cajamarca,Los Baños del Inca,RESTAURACION NACIONAL,225,0
60107,Cajamarca,Cajamarca,Los Baños del Inca,ACCION POPULAR,928,1
60107,Cajamarca,Cajamarca,Los Baños del Inca,FUERZA BAÑOSINA,7303,0
60108,Cajamarca,Cajamarca,Llacanora,FRENTE REGIONAL DE CAJAMARCA,869,1
60108,Cajamarca,Cajamarca,Llacanora,ALIANZA PARA EL PROGRESO,560,1
60108,Cajamarca,Cajamarca,Llacanora,PARTIDO DEMOCRATICO SOMOS PERU,104,0
60108,Cajamarca,Cajamarca,Llacanora,DEMOCRACIA DIRECTA,637,1
60108,Cajamarca,Cajamarca,Llacanora,ACCION POPULAR,786,1
60109,Cajamarca,Cajamarca,Magdalena,CAJAMARCA SIEMPRE VERDE,1452,1
60109,Cajamarca,Cajamarca,Magdalena,FRENTE REGIONAL DE CAJAMARCA,724,1
60109,Cajamarca,Cajamarca,Magdalena,MOVIMIENTO DE AFIRMACION SOCIAL,793,1
60109,Cajamarca,Cajamarca,Magdalena,ALIANZA PARA EL PROGRESO,569,1
60109,Cajamarca,Cajamarca,Magdalena,PARTIDO POPULAR CRISTIANO - PPC,82,0
60109,Cajamarca,Cajamarca,Magdalena,UNION POR EL PERU,657,0
60109,Cajamarca,Cajamarca,Magdalena,PARTIDO DEMOCRATICO SOMOS PERU,441,0
60109,Cajamarca,Cajamarca,Magdalena,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,328,0
60109,Cajamarca,Cajamarca,Magdalena,RESTAURACION NACIONAL,13,0
60109,Cajamarca,Cajamarca,Magdalena,ACCION POPULAR,362,1
60110,Cajamarca,Cajamarca,Matara,CAJAMARCA SIEMPRE VERDE,794,1
60110,Cajamarca,Cajamarca,Matara,FRENTE REGIONAL DE CAJAMARCA,1104,1
60110,Cajamarca,Cajamarca,Matara,MOVIMIENTO DE AFIRMACION SOCIAL,96,1
60110,Cajamarca,Cajamarca,Matara,PARTIDO DEMOCRATICO SOMOS PERU,31,0
60110,Cajamarca,Cajamarca,Matara,ACCION POPULAR,430,1
60111,Cajamarca,Cajamarca,Namora,FRENTE REGIONAL DE CAJAMARCA,1031,1
60111,Cajamarca,Cajamarca,Namora,MOVIMIENTO DE AFIRMACION SOCIAL,657,1
60111,Cajamarca,Cajamarca,Namora,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",69,1
60111,Cajamarca,Cajamarca,Namora,ALIANZA PARA EL PROGRESO,578,1
60111,Cajamarca,Cajamarca,Namora,UNION POR EL PERU,61,0
60111,Cajamarca,Cajamarca,Namora,PARTIDO APRISTA PERUANO,18,0
60111,Cajamarca,Cajamarca,Namora,RESTAURACION NACIONAL,896,0
60111,Cajamarca,Cajamarca,Namora,DEMOCRACIA DIRECTA,280,1
60111,Cajamarca,Cajamarca,Namora,ACCION POPULAR,1887,1
60112,Cajamarca,Cajamarca,San Juan,CAJAMARCA SIEMPRE VERDE,286,1
60112,Cajamarca,Cajamarca,San Juan,FRENTE REGIONAL DE CAJAMARCA,425,1
60112,Cajamarca,Cajamarca,San Juan,MOVIMIENTO DE AFIRMACION SOCIAL,259,1
60112,Cajamarca,Cajamarca,San Juan,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",19,1
60112,Cajamarca,Cajamarca,San Juan,ALIANZA PARA EL PROGRESO,91,1
60112,Cajamarca,Cajamarca,San Juan,UNION POR EL PERU,193,0
60112,Cajamarca,Cajamarca,San Juan,PARTIDO DEMOCRATICO SOMOS PERU,1192,0
60112,Cajamarca,Cajamarca,San Juan,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,96,0
60112,Cajamarca,Cajamarca,San Juan,ACCION POPULAR,444,1
60202,Cajamarca,Cajabamba,Cachachi,CAJAMARCA SIEMPRE VERDE,125,1
60202,Cajamarca,Cajabamba,Cachachi,FRENTE REGIONAL DE CAJAMARCA,1757,1
60202,Cajamarca,Cajabamba,Cachachi,MOVIMIENTO DE AFIRMACION SOCIAL,915,1
60202,Cajamarca,Cajabamba,Cachachi,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",42,1
60202,Cajamarca,Cajabamba,Cachachi,ALIANZA PARA EL PROGRESO,2156,1
60202,Cajamarca,Cajabamba,Cachachi,PERU PATRIA SEGURA,47,0
60202,Cajamarca,Cajabamba,Cachachi,FUERZA POPULAR,36,0
60202,Cajamarca,Cajabamba,Cachachi,PERU LIBERTARIO,308,0
60202,Cajamarca,Cajabamba,Cachachi,DEMOCRACIA DIRECTA,220,1
60202,Cajamarca,Cajabamba,Cachachi,ACCION POPULAR,1402,1
60203,Cajamarca,Cajabamba,Condebamba,CAJAMARCA SIEMPRE VERDE,57,1
60203,Cajamarca,Cajabamba,Condebamba,FRENTE REGIONAL DE CAJAMARCA,225,1
60203,Cajamarca,Cajabamba,Condebamba,MOVIMIENTO DE AFIRMACION SOCIAL,98,1
60203,Cajamarca,Cajabamba,Condebamba,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",48,1
60203,Cajamarca,Cajabamba,Condebamba,ALIANZA PARA EL PROGRESO,304,1
60203,Cajamarca,Cajabamba,Condebamba,FUERZA POPULAR,16,0
60203,Cajamarca,Cajabamba,Condebamba,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,14,0
60203,Cajamarca,Cajabamba,Condebamba,DEMOCRACIA DIRECTA,10,1
60203,Cajamarca,Cajabamba,Condebamba,ACCION POPULAR,33,1
60203,Cajamarca,Cajabamba,Condebamba,CONDEBAMBA TIERRA VERDE,25,0
60205,Cajamarca,Cajabamba,Sitacocha,FRENTE REGIONAL DE CAJAMARCA,1060,1
60205,Cajamarca,Cajabamba,Sitacocha,MOVIMIENTO DE AFIRMACION SOCIAL,139,1
60205,Cajamarca,Cajabamba,Sitacocha,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",525,1
60205,Cajamarca,Cajabamba,Sitacocha,ALIANZA PARA EL PROGRESO,1393,1
60205,Cajamarca,Cajabamba,Sitacocha,FUERZA POPULAR,72,0
60205,Cajamarca,Cajabamba,Sitacocha,ACCION POPULAR,81,1
60302,Cajamarca,Celendín,Cortegana,CAJAMARCA SIEMPRE VERDE,24,1
60302,Cajamarca,Celendín,Cortegana,FRENTE REGIONAL DE CAJAMARCA,263,1
60302,Cajamarca,Celendín,Cortegana,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",632,1
60302,Cajamarca,Celendín,Cortegana,ALIANZA PARA EL PROGRESO,1349,1
60302,Cajamarca,Celendín,Cortegana,PARTIDO DEMOCRATICO SOMOS PERU,987,0
60302,Cajamarca,Celendín,Cortegana,ACCION POPULAR,422,1
60303,Cajamarca,Celendín,Chumuch,PODEMOS POR EL PROGRESO DEL PERU,204,1
60303,Cajamarca,Celendín,Chumuch,ALIANZA PARA EL PROGRESO,620,1
60303,Cajamarca,Celendín,Chumuch,PARTIDO DEMOCRATICO SOMOS PERU,537,0
60303,Cajamarca,Celendín,Chumuch,ACCION POPULAR,19,1
60304,Cajamarca,Celendín,Huasmín,CAJAMARCA SIEMPRE VERDE,11,1
60304,Cajamarca,Celendín,Huasmín,FRENTE REGIONAL DE CAJAMARCA,9,1
60304,Cajamarca,Celendín,Huasmín,MOVIMIENTO DE AFIRMACION SOCIAL,75,1
60304,Cajamarca,Celendín,Huasmín,PODEMOS POR EL PROGRESO DEL PERU,252,1
60304,Cajamarca,Celendín,Huasmín,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",194,1
60304,Cajamarca,Celendín,Huasmín,ALIANZA PARA EL PROGRESO,1284,1
60304,Cajamarca,Celendín,Huasmín,UNION POR EL PERU,22,0
60304,Cajamarca,Celendín,Huasmín,PARTIDO DEMOCRATICO SOMOS PERU,680,0
60304,Cajamarca,Celendín,Huasmín,DEMOCRACIA DIRECTA,1,1
60304,Cajamarca,Celendín,Huasmín,ACCION POPULAR,414,1
60305,Cajamarca,Celendín,Jorge Chávez,FRENTE REGIONAL DE CAJAMARCA,35,1
60305,Cajamarca,Celendín,Jorge Chávez,ALIANZA PARA EL PROGRESO,219,1
60305,Cajamarca,Celendín,Jorge Chávez,PARTIDO DEMOCRATICO SOMOS PERU,173,0
60305,Cajamarca,Celendín,Jorge Chávez,ACCION POPULAR,60,1
60306,Cajamarca,Celendín,José Gálvez,CAJAMARCA SIEMPRE VERDE,71,1
60306,Cajamarca,Celendín,José Gálvez,FRENTE REGIONAL DE CAJAMARCA,142,1
60306,Cajamarca,Celendín,José Gálvez,PODEMOS POR EL PROGRESO DEL PERU,227,1
60306,Cajamarca,Celendín,José Gálvez,ALIANZA PARA EL PROGRESO,270,1
60306,Cajamarca,Celendín,José Gálvez,PARTIDO DEMOCRATICO SOMOS PERU,351,0
60306,Cajamarca,Celendín,José Gálvez,ACCION POPULAR,490,1
60307,Cajamarca,Celendín,Miguel Iglesias,FRENTE REGIONAL DE CAJAMARCA,19,1
60307,Cajamarca,Celendín,Miguel Iglesias,ALIANZA PARA EL PROGRESO,1012,1
60307,Cajamarca,Celendín,Miguel Iglesias,PARTIDO DEMOCRATICO SOMOS PERU,790,0
60307,Cajamarca,Celendín,Miguel Iglesias,ACCION POPULAR,606,1
60308,Cajamarca,Celendín,Oxamarca,PODEMOS POR EL PROGRESO DEL PERU,42,1
60308,Cajamarca,Celendín,Oxamarca,ALIANZA PARA EL PROGRESO,887,1
60308,Cajamarca,Celendín,Oxamarca,PARTIDO DEMOCRATICO SOMOS PERU,1351,0
60308,Cajamarca,Celendín,Oxamarca,ACCION POPULAR,1114,1
60309,Cajamarca,Celendín,Sorochuco,CAJAMARCA SIEMPRE VERDE,45,1
60309,Cajamarca,Celendín,Sorochuco,FRENTE REGIONAL DE CAJAMARCA,58,1
60309,Cajamarca,Celendín,Sorochuco,PODEMOS POR EL PROGRESO DEL PERU,1115,1
60309,Cajamarca,Celendín,Sorochuco,ALIANZA PARA EL PROGRESO,1793,1
60309,Cajamarca,Celendín,Sorochuco,PARTIDO DEMOCRATICO SOMOS PERU,2334,0
60309,Cajamarca,Celendín,Sorochuco,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,4,0
60309,Cajamarca,Celendín,Sorochuco,ACCION POPULAR,123,1
60310,Cajamarca,Celendín,Sucre,CAJAMARCA SIEMPRE VERDE,109,1
60310,Cajamarca,Celendín,Sucre,FRENTE REGIONAL DE CAJAMARCA,105,1
60310,Cajamarca,Celendín,Sucre,PODEMOS POR EL PROGRESO DEL PERU,358,1
60310,Cajamarca,Celendín,Sucre,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",134,1
60310,Cajamarca,Celendín,Sucre,ALIANZA PARA EL PROGRESO,682,1
60310,Cajamarca,Celendín,Sucre,UNION POR EL PERU,15,0
60310,Cajamarca,Celendín,Sucre,PARTIDO DEMOCRATICO SOMOS PERU,627,0
60310,Cajamarca,Celendín,Sucre,ACCION POPULAR,451,1
60311,Cajamarca,Celendín,Utco,CAJAMARCA SIEMPRE VERDE,9,1
60311,Cajamarca,Celendín,Utco,FRENTE REGIONAL DE CAJAMARCA,103,1
60311,Cajamarca,Celendín,Utco,PODEMOS POR EL PROGRESO DEL PERU,131,1
60311,Cajamarca,Celendín,Utco,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",59,1
60311,Cajamarca,Celendín,Utco,ALIANZA PARA EL PROGRESO,97,1
60311,Cajamarca,Celendín,Utco,PARTIDO DEMOCRATICO SOMOS PERU,300,0
60311,Cajamarca,Celendín,Utco,DEMOCRACIA DIRECTA,70,1
60311,Cajamarca,Celendín,Utco,ACCION POPULAR,76,1
60312,Cajamarca,Celendín,La Libertad de Pallán,CAJAMARCA SIEMPRE VERDE,74,1
60312,Cajamarca,Celendín,La Libertad de Pallán,ALIANZA PARA EL PROGRESO,1551,1
60312,Cajamarca,Celendín,La Libertad de Pallán,PARTIDO DEMOCRATICO SOMOS PERU,1637,0
60312,Cajamarca,Celendín,La Libertad de Pallán,ACCION POPULAR,678,1
60403,Cajamarca,Contumazá,Chilete,FRENTE REGIONAL DE CAJAMARCA,276,1
